facility_name,facility_code,facility_type,latitude,longitude,admin1,status,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Uzuri Afya Medical Centre,27355,Medical Center,-0.81157,34.35497,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Okita Health Center,22532,Basic Health Centre,-0.38265709999999997,34.7630164,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ledinah Community Medical Centre,27632,Medical Clinic,-0.60054,34.48459,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jamaica Medical Clinic,10366,Medical Clinic,-0.48219,36.87211,Nyeri,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Wandumbi Dispensary,11167,Dispensary,-0.47039,36.87947,Nyeri,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Karuguaru Dispensary,16237,Dispensary,-0.15297,38.04147,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Michigan Marima Healthcare Clinic Limited,30372,Medical Clinic,-0.273758,37.65735,Tharaka Nithi,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chemotong Dispensary,20328,Dispensary,1.50507,35.32265,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kirukuma Dispensary,21855,Dispensary,-0.281971,37.99088,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Idinesa Medical Clinic,27672,Medical Clinic,-0.76624114,34.3031371,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Cheptiangwa Dispensary,20329,Dispensary,1.41479,35.24494,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namwaya Clinic,16071,Medical Clinic,0.722871,34.759727,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rodi Canaan Medical Center,28287,Medical Clinic,-0.6265294,34.5030922,Homa Bay,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tamlega Dispensary,16148,Dispensary,0.71358,34.41711,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namang'Ofulo Dispensary,22519,Dispensary,0.768691,34.475221,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St.Camillus Sukari Dispensary,28482,Dispensary,-0.8198406,34.3806192,Homa Bay,Operating,Faith-Based / NGO,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lwakhakha Dispensary,22752,Dispensary,0.789087,34.379415,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Arombe Medical Centre,28500,Medical Clinic,-0.782764,34.3207481,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bukokholo Dispensary,22500,Dispensary,0.681245,34.42121211,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nduga Health Centre,19868,Basic Health Centre,-0.58,34.6,Homa Bay,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Milo Health Centre,16018,Basic Health Centre,0.532841,34.722661,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Talitia Dispensary,21608,Dispensary,0.499647,34.515057,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kituni Dispensary,22999,Dispensary,0.668367,34.724868,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Manunga Health Centre,10681,Basic Health Centre,-0.39977,36.49485,Nyandarua,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Joyride Medical Centre,22070,Medical Clinic,-0.589388,34.907757,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rikenye Dispensary (Masaba),17678,Dispensary,-0.74649,34.94432,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mahanga Dispensary,16388,Dispensary,0.688391,34.652921,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Machakha Dispensary,21620,Dispensary,0.755075,34.44075,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Khalumuli Dispensary,15932,Dispensary,0.57937,34.71409,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gietai (AIC) Dispensary,13574,Dispensary,-0.5145,34.943625,Nyamira,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapkaremba Dispensary,21929,Dispensary,1.363551,35.365521,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nasewa Health Centre,16074,Basic Health Centre,0.3989,34.23049,Busia,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Aga Khan Health Service,24782,Medical Clinic,-1.203456,35.8728468,Narok,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Teresa Olokirikirai Dispensary,15666,Dispensary,-0.74845,35.88687,Narok,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kiptenden Dispensary,13699,Dispensary,-0.60396,35.03704,Nyamira,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Matongo Health Centre,13791,Basic Health Centre,-0.44082,35.021141,Nyamira,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Orwaki Dispensary,13994,Dispensary,-0.48126,34.95081,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kangeny  Dispensary,24017,Dispensary,1.51559,34.95611,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mumui Dispensary (Githioro),21995,Dispensary,-0.520641,36.491278,Nyandarua,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Matata Nursing Hospital,13789,Primary care hospitals,-0.50385,34.73827,Homa Bay,Operating,Faith-Based / NGO,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapchemogen Dispensary,14693,Dispensary,1.32273,35.30323,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Magura Dispensary,13754,Medical Clinic,-0.60396,35.03907,Nyamira,Non-Operational,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapsang'Ar Dispensary,18148,Dispensary,1.19677,35.40095,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Etono Health Centre,13551,Basic Health Centre,-0.51132,34.9543,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Samora Medical Centre,14065,Medical Clinic,-0.53112,34.98774,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sere Dispensary,22380,Dispensary,-0.50836,34.97104,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Family Saver Medical Centre,13553,Medical Clinic,-0.53422,35.02673,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kiburuti Dispensary,22038,Dispensary,-0.3037483,36.4494983,Nyandarua,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Webuye Health Centre,16160,Basic Health Centre,0.6113317,34.7704633,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Myanga Nursing Homeannex,24947,Primary care hospitals,0.567936,34.392587,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Magwagwa Health Centre,13756,Basic Health Centre,-0.49025,35.01385,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mission Of Mercy Clinic,16020,Dispensary,0.576916,34.55349,Bungoma,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Magwagwa (Sda) Dispensary,13755,Dispensary,-0.47202,35.0226,Nyamira,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bumula Sub County Hospital,15825,Primary care hospitals,0.54914,34.460017,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nzoia Medical Centre,18111,Medical Center,0.57167,34.65132,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Spero Medical Services,25499,Medical Center,0.568012,34.562923,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bungoma Beyond Zero Mobile Unit,21004,Dispensary,0.71026,34.66171,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kiamanyomba Dispensary,20294,Dispensary,-0.463666,35.015999,Nyamira,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Cate Medical Clinic,16708,Medical Clinic,0.65679,34.81568,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Butieli Dispensary,23157,Dispensary,0.617138,34.522852,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bekam Medical Centre,13500,Medical Clinic,-0.48282,35.02174,Nyamira,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Munoru Dispensary,25564,Dispensary,-0.5209347,36.4226747,Nyandarua,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Enabelbel Health Centre,14453,Basic Health Centre,-0.79673,35.89382,Narok,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Olchekut Community Based Clinic,17802,Dispensary,-1.08806,35.87366,Narok,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Narok Cottage Hospital,20548,Secondary care hospitals,-1.0929517,35.8757267,Narok,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Naisoya Dispensary,15279,Dispensary,-0.95893,35.8569,Narok,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Diani Beach Hospital Limited - Shika Adabu,30955,Nursing Homes,-4.114273,39.6361622,Mombasa,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamwathu Dispensary,12170,Dispensary,-0.22042,38.05772,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kamaguna Dispensary,16239,Dispensary,-0.17512,38.1098,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kathwana Dispensary,23379,Dispensary,-0.3319206,37.8700592,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gaceuni Dispensary,21951,Dispensary,-0.0291042,38.2006835,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kajiampau Dispensary,12131,Dispensary,-0.31805,37.85015,Tharaka Nithi,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rewambus Medical Clinic,30978,Medical Clinic,-0.185632,37.1033986,Nyeri,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kapenguria County Referral Hospital,14701,Primary care hospitals,1.23738,35.12171,West Pokot,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Olasiti Medical Clinic,25046,Medical Clinic,-1.1071621,36.2269767,Narok,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
St Loui Medical Clinic,25419,Medical Clinic,-1.0452968,36.3269522,Narok,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Osiligi Dispensary,26781,Dispensary,-1.0583633,36.0881301,Narok,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sanaito Health Care,30674,Medical Clinic,-1.08775,35.86943,Narok,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kavangor Clinic,26948,Medical Clinic,0.292477,34.508269,Kakamega,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Elite Medical Clinic (Bungoma East),18031,Medical Clinic,0.58862,34.7796,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lukusi Dispensary,16711,Dispensary,0.61318,34.76437,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Khaoya Dispensary,15933,Dispensary,0.72903,34.79794,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Namwatikho Dispensary,22501,Dispensary,0.702768,34.823587,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lukhoba Dispensary Maraka,26891,Dispensary,0.59267,34.80181,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Soteni Dispensary,17993,Medical Clinic,0.72676,34.8738,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mpeli Medical Clinic,20851,Medical Clinic,0.54904,34.55729,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ranje Dispensary,20483,Dispensary,0.54669,34.57525,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kibabii Health Centre,15941,Basic Health Centre,0.61942,34.52563,Bungoma,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nzoia Sugar Dispensary,16085,Medical Clinic,0.56803,34.65321,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tumaini Brigadier Medical Clinic,21403,Medical Clinic,0.78791,35.03348,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Brillian Doctors Plaza Hospital,20923,Medical Clinic,0.5674666,34.5600763,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
ACK Dr Pike Roper Medical Center,17513,Medical Clinic,0.4894909,34.66357,Bungoma,Operating,Other,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Buckner Clinic,23462,Medical Clinic,0.700617,34.51415,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mercal Healthcare Bukembe,17500,Medical Clinic,0.6105183,34.6547233,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kibabii University Medical Clinic,21114,Medical Clinic,0.61333,34.52486,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kongoli Dispensary,20484,Dispensary,0.56548,34.45678,Bungoma,Operating,Public,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mabanga Medical Clinic,17502,Medical Clinic,0.5975,34.61969,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mangs Health Care Clinic,23747,Medical Clinic,0.6114908,34.6526799,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kanduyi Health Center (CWSK),18443,Medical Clinic,0.584977,34.55843,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Fountain Healthcare Limited Bungoma,22652,Comprehensive Health Centre,0.5644554,34.5628009,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Khalaba Medical Services,17881,Medical Center,0.545701,34.558105,Bungoma,Operating,Private,Kenya,Kenya Master Health Facility Registry (KMHFR) 2026,TRUE,NA,NA,KEN-007437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
