facility_name,facility_code,facility_type,latitude,longitude,admin1,status,country,ownership,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Bwengu,MZ160124,Health Centre,-11.06356,33.91646,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Bwese,LL040125,Clinic,-14.223459,33.942495,Centrals West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Care Medical,MZ160126,Clinic,-15.0721589,35.2327018,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Care,KA150128,Clinic,-9.9394464,33.9229215,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
SOBO,BT240129,Clinic,-15.79,35.03,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sobo,LL040130,Clinic,-13.90107,33.79697,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
CCK Health,LL040131,Dispensary,-13.98302,33.75233,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Central 3 clinic,NK100132,Clinic,-12.5033,34.1308,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Railways Private Clinic,BT240133,Clinic,-15.81536,35.0633,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Alinafe,MC010135,Clinic,-13.51775,32.95893,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chabvala,BT240136,Health Centre,-15.83372,34.83461,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chadza,LL040137,Health Centre,-14.14715,33.84167,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chagoma,MZ160138,Health Post,-11.214085,33.807507,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tembwe,SA090139,Health Centre,-13.88028,34.36721,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chakhaza,DA020140,Health Centre,-13.44421,33.64676,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chama,CK270141,Clinic,-16.264938,34.868513,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Vision,KU070142,Dispensary,-12.924306,33.776861,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chamba,MC190143,Dispensary,-15.20234,35.42137,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chamba,ZA230144,Health Centre,-15.46571,35.51662,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chambe Health Centre,MU210145,Health Centre,-16.071315,35.482338,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chambo,CP060146,Health Centre,-9.94361,33.39795,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Champiti,NT120147,Health Centre,-14.90241,34.73185,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chamwabvi,KU070148,Health Centre,-13.10757,33.68528,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chanco clinic,ZA230149,Clinic,-15.38533,35.33213,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chang'ambika,CK270150,Health Centre,-15.80301,34.30928,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Changalume,ZA230151,Health Centre,-15.3896,35.21184,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Changata,TH310152,Health Centre,-16.078196,35.061008,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chankhungu,DA020153,Health Centre,-13.76492,34.01471,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Erapecha,CK270154,Clinic,-16.26044,34.86844,South East Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mkadana,CK270155,Clinic,-16.00551,34.48567,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chipwaila Health Centre,CK270157,Health Centre,-16.39842,34.77572,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Charity Fellium Private Maternity Clinic,ZA230158,Clinic,-15.38527,35.36156,South West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chapusa,MC190159,Health Post,-14.94175,35.613673,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
chavula,ZA230160,Clinic,-15.41083,35.32392,South West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chawone,TH310161,Dispensary,-16.078196,35.061008,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chawezi private clinic,MC010162,Clinic,-13.827426,33.044326,Centrals West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chendo,CP060163,Health Post,-9.882464,33.410688,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chesamu,KB050164,Health Centre,-11.85422,34.01836,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chagogo,LL040165,Clinic,-14.07277,33.83195,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chezi Mission Hospital,DA020166,Hospital,-13.65,34.04,Central East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chiwanja Pvt,MZ160167,Clinic,-11.4509801,34.0117584,North Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chibathi,MU210168,Health Post,-16.0712505,35.4823584,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chichiri ESCOM Clinic,BT240169,Clinic,-15.79342,35.02444,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chichiri Prison Clinic,BT240170,Clinic,-15.80577,35.03242,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chididi,NK100171,Health Centre,-13.08573,34.31474,Central East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chididi,NS300172,Health Centre,-16.91495,35.17333,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
chiendausiku,BK170173,Health Centre,-15.01855,35.07653,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chifundo private clinic,NT120174,Clinic,-14.819312,34.647228,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chifundo private clinic,BT240175,Clinic,-15.77562,34.98003,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chifunga Health center,NE290176,Health Centre,-15.59825,34.69892,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chogeli clinic,BT240177,Clinic,-15.841674,35.044006,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chigodi,NT120178,Health Centre,-14.49194,34.54126,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chabisika,LL040179,Clinic,-13.8803,33.76018,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chigumula Clinic,BT240180,Clinic,-15.89,35.06,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chihepusha,KA150181,Health Post,-10.332331,34.110642,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikande,NT120182,Clinic,-14.77261,34.90768,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikangawa,MZ160184,Health Centre,-11.843327,33.8007455,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikole,MG200185,Clinic,-14.422,35.38427,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikowa,NT120186,Health Centre,-14.959023,34.720362,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikowa,BT240187,Health Centre,-15.67133,34.87172,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chizu,LL040188,Health Centre,-13.72929,33.45821,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
chikuli,MU210189,Dispensary,-16.052873,35.645496,South West Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
chikumbutso,KU070190,Clinic,-13.06516,33.43482,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikuse,DE030191,Health Centre,-14.15069,34.31881,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikutu,KA150192,Health Post,-9.774048,33.734621,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikwawa,CK270193,District Hospital,-16.0234699,34.79346,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikweo,MC190194,Health Centre,-14.7655,35.66691,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chikwina,KB050195,Health Centre,-11.39694,34.16973,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilamba,DE030196,Clinic,-14.356998,34.235692,Centrals West Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilambwe,KB050197,Health Centre,-11.69114,34.31617,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilani,BT240198,Health Centre,-15.82874,35.00677,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilani,NK100199,Clinic,-12.730911,34.170489,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Child Legacy (Mkanga),LL040200,Health Centre,-14.0685264,33.472115,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chileka,BT240202,Health Centre,-15.682466,34.970663,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chileka,LL040203,Health Centre,-14.02102,33.38544,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Malamulo,BT240204,Health Centre,-15.65986,34.92904,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilengo,TH310205,Dispensary,-16.136105,35.015899,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilewani,LL040206,Clinic,-13.90729,33.75061,Centrals West Zone,Non-functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chirimba,BT240207,Health Centre,-15.746368,35.022984,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilinda clinic,RU140208,Health Post,-10.59101,33.80605,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilinde,LL040209,Clinic,-13.99587,33.81026,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
chilingwe,MU210210,Dispensary,-16.004056,35.648588,South West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilipa,MG200211,Health Centre,-14.6996,34.9732,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilipa,ZA230212,Health Centre,-15.32447,35.11715,South West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilobwe Private Clinic,BT240213,Clinic,-15.83305,35.00742,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilobwe,LL040214,Health Centre,-13.85467,33.37439,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilomoni pvt clinic,BT240215,Clinic,-15.77435,34.98145,South East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilomoni,BT240216,Health Centre,-15.77128,34.98156,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilonga,MG200218,Health Centre,-14.4672204,34.8711754,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilukwa,MZ160219,Health Post,-11.286936,33.821297,North Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chilumba Barracks,KA150220,Health Centre,-10.39021,34.20897,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Jetty,KA150221,Hospital,-10.43199,34.25193,North Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimaliro Health Centre,TH310222,Health Centre,-15.97706,35.18162,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ali,LL040223,Clinic,-13.78326,33.81586,Centrals West Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimatiro,BK170224,Dispensary,-14.962681,35.023092,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chitekwere,LL040225,Health Centre,-13.9358,34.12567,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimbira,MC190226,Health Post,-14.601369,35.805155,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimembe,BT240227,Health Centre,-15.77733,34.88548,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimoto,DE030228,Health Centre,-14.44268,34.01021,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimukusa,MZ160229,Clinic,-11.91,33.59,North Zone,Non-functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimvu,TH310230,Health Centre,-15.94198,35.12308,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimwala Health Centre,LL040231,Clinic,-14.05121,33.79419,Centrals West Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimwankango,MC010232,Dispensary,-13.40461,32.99357,Centrals West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimwawa,CR260233,Health Centre,-15.909166,35.258729,South East Zone,Non-functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chimwemwe,KU070234,Clinic,-12.5670818,33.5113505,Central East Zone,Functional,Malawi,Private,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maseko,ZA230235,Dispensary,-15.3816,35.35584,South West Zone,Functional,Malawi,Faith-Based / NGO,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ching'oma,NS300236,Health Post,-16.999306,35.109333,South East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chingadzi Hospital,TH310237,Hospital,-15.91842,35.20595,South East Zone,Functional,Malawi,Other,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chingale,ZA230238,Health Centre,-15.39694,35.1808,South West Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chinguluwe,NT080239,Health Centre,-13.2614988,33.868625,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Chinguluwe,SA090240,Health Centre,-13.66454,34.38503,Central East Zone,Functional,Malawi,Public,Malawi Health Facility Registry (MHFR),TRUE,NA,NA,MWI-000239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
