facility_code,facility_name,zone,admin1,admin2,council,ward,village,facility_type,ownership_detail,status,latitude,longitude,year,strata,catchment_population,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
122943-4,FMCARE,Northern Zone,Arusha,Arusha,Arusha CC,Kimandolu,Kitiangari,Dispensary,Company/Business Name,Operating,-3.36729,36.43335,2023,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-07-31,2023,TZA-000100,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121091-3,DARAJA MBILI,Northern Zone,Arusha,Arusha,Arusha CC,Sokon I,Muriet,Dispensary,Faith Based Organization (FBO),Operating,-3.42678,36.66784,1997,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-09-06,1997,TZA-000101,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120470-0,DELIGHT,Northern Zone,Arusha,Arusha,Arusha CC,Oloirien,Moivoi,Clinic,For Profit With Joint Venture,Operating,-3.39329,36.70503,2021,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-07-15,2021,TZA-000102,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121380-0,EL-SHADAI,Northern Zone,Arusha,Arusha,Arusha CC,Ngarenaro,Mita 200,Dispensary,Faith Based Organization (FBO),Operating,-3.36256,36.67537,2020,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-03-09,2020,TZA-000103,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108142-1,UPONE CHARITABLE,Northern Zone,Arusha,Arusha,Arusha CC,Sombetini,Olamuriaki,Dispensary,For Profit,Operating,-3.376765,36.660904,2007,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2007-05-11,2007,TZA-000104,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109983-7,KIMANDOLU,Northern Zone,Arusha,Arusha,Arusha CC,Kimandolu,Kijenge Kaskazini,Dispensary,LGA,Operating,-3.371417,36.722325,2017,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-05-09,2017,TZA-000105,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101355-6,Heri,Northern Zone,Arusha,Arusha,Arusha CC,Unga Ltd,Viwandani,Dispensary,For Profit,Operating,-3.38638,36.68523,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000106,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110721-8,FMM,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Sanawari,Clinic,For Profit,Operating,-3.362834,36.7009,2018,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-01-04,2018,TZA-000107,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110727-5,SINONI,Northern Zone,Arusha,Arusha,Arusha CC,Sokon I,Engosengiu,Dispensary,Faith Based Organization (FBO),Operating,-3.41708,36.6876,1997,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-09-07,1997,TZA-000108,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100364-9,BIKIRA MARIA MAMA WA HURUMA,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Kaloleni Mashariki,Health Center,Faith Based Organization (FBO),Operating,-3.36571,36.68761,2024,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-07-01,2024,TZA-000109,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123471-5,AGA KHAN,Northern Zone,Arusha,Arusha,Arusha CC,Daraja 2,Kati,Clinic,Faith Based Organization (FBO),Operating,-3.37077,36.68944,2024,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-02-23,2024,TZA-000111,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110911-5,SAKINA,Northern Zone,Arusha,Arusha,Arusha CC,Elerai,Sakina,Dispensary,For Profit,Operating,-3.36137,36.67014,2014,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-03-07,2014,TZA-000112,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110919-8,WELL POINT,Northern Zone,Arusha,Arusha,Arusha CC,Themi,Themi Mashariki,Dispensary,For Profit,Operating,-3.40508,36.705694,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000113,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
124330-2,KIVUYO HOPE,Northern Zone,Arusha,Arusha,Arusha CC,Sinoni,Engosengiu,Health Laboratory,For Profit,Operating,-3.36425,36.58232,2025,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2025-01-15,2025,TZA-000114,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
102258-1,KALOLENI,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Kaloleni Mashariki,Health Center,LGA,Operating,-3.369322,36.688577,1961,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1961-01-07,1961,TZA-000115,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108118-1,UPENDO,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Sanawari,Dispensary,Faith Based Organization (FBO),Operating,-3.360182,36.696237000000004,1997,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-07-09,1997,TZA-000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112314-0,SUNBEAM OPTICAL CENTRE,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Majengo,Clinic,For Profit,Operating,-3.374242,36.684171,2012,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2012-05-31,2012,TZA-000118,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
124022-5,LC AFYAPRIME MEDICARE,Northern Zone,Arusha,Arusha,Arusha CC,Muriet,Muriet,Dispensary,Company/Business Name,Operating,-3.25451,36.40291,2024,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-09-18,2024,TZA-000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112316-5,VISION CARE,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Bondeni,Clinic,For Profit,Operating,-3.37181,36.68789,2012,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2012-05-31,2012,TZA-000120,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111255-6,THE DENTAL PLAZA LIMITED,Northern Zone,Arusha,Arusha,Arusha CC,Lemara,Lemara kati,Clinic,Company/Business Name,Operating,-3.40854,36.70658,2024,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-07-01,2024,TZA-000121,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109982-9,ELERAI,Northern Zone,Arusha,Arusha,Arusha CC,Elerai,Majengo A,Dispensary,LGA,Operating,-3.368833,36.658632,2016,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-08-24,2016,TZA-000122,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111957-7,HIGHWAY HEALTH,Northern Zone,Arusha,Arusha,Arusha CC,Sombetini,Osunyai,Health Laboratory,For Profit,Operating,-3.39452,36.66518,1997,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-07-01,1997,TZA-000123,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111958-5,CURARE,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Bondeni,Health Laboratory,For Profit,Operating,-3.37033,36.68735,2014,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2014-08-19,2014,TZA-000124,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111960-1,TAHFIFU,Northern Zone,Arusha,Arusha,Arusha CC,Ngarenaro,NHC,Health Laboratory,For Profit,Operating,-3.37467,36.67456,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111783-7,N.G LIGHT,Northern Zone,Arusha,Arusha,Arusha CC,Terrat,Murieti,Dispensary,For Profit,Operating,-3.44181,36.66592,2017,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-12-23,2017,TZA-000126,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
108580-2,SUNNI MUSLIM CHARITABLE,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Bondeni,Clinic,Faith Based Organization (FBO),Operating,-3.3717800000000002,36.68668,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000127,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111959-3,BUTURI,Northern Zone,Arusha,Arusha,Arusha CC,Oloirien,Mwanama,Health Laboratory,For Profit,Operating,-3.38578,36.70966,2003,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2003-08-01,2003,TZA-000128,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111965-0,ARUSHA JUNIOR,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Levolos,Dispensary,For Profit,Operating,-3.368606,36.681106,2019,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-03-25,2019,TZA-000129,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111966-8,AMANI GE,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Pangani,Health Laboratory,For Profit,Operating,-3.36825,36.68539,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000130,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111983-3,NEEMA,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Levolos,Health Laboratory,For Profit,Operating,-3.37232,36.68052,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000131,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111996-5,SOFTMED,Northern Zone,Arusha,Arusha,Arusha CC,Engutoto,Block C 1,Health Laboratory,For Profit,Operating,-3.43811,36.70531,2017,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-01-30,2017,TZA-000132,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100320-1,BARAA RC,Northern Zone,Arusha,Arusha,Arusha CC,Baraa,Sorenyi,Dispensary,For Profit,Operating,-3.38882,36.73671,1997,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-09-06,1997,TZA-000133,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110715-0,LCC HURUMA,Northern Zone,Arusha,Arusha,Arusha CC,Terrat,Murieti,Dispensary,Faith Based Organization (FBO),Operating,-3.418995,36.658198,2011,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2011-01-04,2011,TZA-000135,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112315-7,SAMMY EYE CARE,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Majengo,Clinic,For Profit,Operating,-3.36999,36.685859,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000136,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112318-1,VISION PERFECT LIMITED,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Goliondoi,Clinic,For Profit,Operating,-3.37217,36.69415,2012,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2012-05-31,2012,TZA-000137,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123188-5,VISION CARE,Northern Zone,Arusha,Arusha,Arusha CC,Themi,Themi Mashariki,Clinic,Company/Business Name,Operating,-3.39788,36.70476,2023,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-11-01,2023,TZA-000138,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109980-3,OLORIENI,Northern Zone,Arusha,Arusha,Arusha CC,Oloirien,Suye,Dispensary,LGA,Operating,-3.385231,36.714165,2005,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2005-09-14,2005,TZA-000139,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121972-4,METROPOLIS HEALTH CARE  TANZANIA LIMITED,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Kaloleni Mashariki,Health Laboratory,Company/Business Name,Operating,-3.36686,36.68834,2022,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2022-11-15,2022,TZA-000141,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112317-3,STAR OPTOMETRY,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Mita 200,Clinic,For Profit,Operating,-3.361102,36.684911,2016,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-05-24,2016,TZA-000142,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
124144-7,GRAN MELIA ARUSHA,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Mahakama,Clinic,For Profit,Operating,-3.37079,36.70698,2024,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-11-14,2024,TZA-000145,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101053-7,EBEN,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Kaloleni Mashariki,Dispensary,For Profit,Operating,-3.36372,36.68965,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000146,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122343-7,MKOMBOZI,Northern Zone,Arusha,Arusha,Arusha CC,Sinoni,Engosengiu,Clinic,Company/Business Name,Operating,-3.41733,36.69166,2023,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-01-18,2023,TZA-000150,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114422-9,SAMARITAN VILLAGE,Northern Zone,Arusha,Arusha,Arusha CC,Moivaro,Sekei,Dispensary,Faith Based Organization (FBO),Operating,-3.40194,36.74548,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000151,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
109439-0,MAGEREZA,Northern Zone,Arusha,Arusha,Arusha CC,Olasiti,Burka,Dispensary,Prisons,Operating,-3.369214,36.619845,2007,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2007-01-07,2007,TZA-000152,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
114498-9,BARAKA,Northern Zone,Arusha,Arusha,Arusha CC,Sokon I,Longdong,Dispensary,For Profit,Operating,-3.403896,36.6787,2019,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-07-17,2019,TZA-000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
124027-4,AMENAH'S,Northern Zone,Arusha,Arusha,Arusha CC,Sombetini,Kirika A,Dispensary,Company/Business Name,Operating,-3.37603,36.66193,2024,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-10-11,2024,TZA-000155,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112377-7,MURIET,Northern Zone,Arusha,Arusha,Arusha CC,Terrat,Murieti,Health Center,LGA,Operating,-3.440929,36.654003,2018,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-12-11,2018,TZA-000156,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111982-5,AGAPE,Northern Zone,Arusha,Arusha,Arusha CC,Sombetini,Kirika B,Health Laboratory,For Profit,Operating,-3.396758,36.658008,2017,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-03-05,2017,TZA-000157,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107272-7,SANAWARI,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Naura,Dispensary,For Profit,Operating,-3.362164,36.695852,2006,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2006-02-14,2006,TZA-000158,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
121378-4,PHYSIOCARE,Northern Zone,Arusha,Arusha,Arusha CC,Oloirien,Mwanama,Physiotherapy Clinic,Company/Business Name,Operating,-3.39398,36.70832,2017,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-12-23,2017,TZA-000160,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120339-7,AVINTACARE MEDICAL CENTRE,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Mahakama,Health Center,For Profit,Operating,-3.375,36.7025,2021,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-04-08,2021,TZA-000162,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123224-8,DII,Northern Zone,Arusha,Arusha,Arusha CC,Oloirien,Moivoi,Clinic,Company/Business Name,Operating,-3.39384,36.70809,2023,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-11-08,2023,TZA-000163,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105272-9,MOIVARO,Northern Zone,Arusha,Arusha,Arusha CC,Moshono,Moivaro,Health Center,LGA,Operating,-3.39281,36.7559,2004,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2004-01-07,2004,TZA-000166,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110823-2,NJIRO SDA,Northern Zone,Arusha,Arusha,Arusha CC,Engutoto,Block C 1,Dispensary,Faith Based Organization (FBO),Operating,-3.40858,36.70727,1997,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-07-09,1997,TZA-000168,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113630-8,HAYAAT,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Mahakama,Clinic,Company/Business Name,Operating,-3.37051,36.69911,2021,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-11-01,2021,TZA-000171,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113543-3,PRINCE,Northern Zone,Arusha,Arusha,Arusha CC,Elerai,Majengo A,Health Laboratory,For Profit,Operating,-3.37626,36.66222,2018,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-11-09,2018,TZA-000172,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120877-6,TABASAMU,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Kaloleni Mashariki,Clinic,For Profit,Operating,-3.3667,36.68798,2020,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-05-19,2020,TZA-000173,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
122847-7,ANNOINTING MEDICAL,Northern Zone,Arusha,Arusha,Arusha CC,Sokon I,Longdong,Dispensary,Company/Business Name,Operating,-3.40767,36.67525,2023,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-06-28,2023,TZA-000174,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112378-5,OLMOTI,Northern Zone,Arusha,Arusha,Arusha CC,Olasiti,Mateves,Dispensary,LGA,Operating,-3.426427,36.593784,2018,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2018-10-16,2018,TZA-000175,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107581-1,ST. ELIZABETH,Northern Zone,Arusha,Arusha,Arusha CC,Ngarenaro,NHC,Hospital,Faith Based Organization (FBO),Operating,-3.368883,36.677593,1997,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-06-09,1997,TZA-000177,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120261-3,FIRST CARE,Northern Zone,Arusha,Arusha,Arusha CC,Sinoni,Engosengiu,Dispensary,NGOs,Operating,-3.39336,36.67896,2021,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2021-03-02,2021,TZA-000178,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110723-4,HIGHWAY,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Majengo,Dispensary,For Profit,Operating,-3.3729,36.68527,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000179,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120757-0,PATRICK PEYTON RC,Northern Zone,Arusha,Arusha,Arusha CC,Osunyai,Ngusero,Health Center,Faith Based Organization (FBO),Operating,-3.40019,36.66621,2019,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2019-07-17,2019,TZA-000181,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
101121-2,FAITH,Northern Zone,Arusha,Arusha,Arusha CC,Kimandolu,Kitiangari,Dispensary,Faith Based Organization (FBO),Operating,-3.36737,36.72316,2024,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-01-17,2024,TZA-000182,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111963-5,CHARITY MODERN,Northern Zone,Arusha,Arusha,Arusha CC,Olasiti,Olasiti centre,Health Laboratory,For Profit,Operating,-3.38155,36.66116,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000185,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
103705-0,LULU MEDICAL,Northern Zone,Arusha,Arusha,Arusha CC,Sombetini,Simanjiro,Dispensary,For Profit,Operating,-3.37824,36.6625,1997,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1997-09-07,1997,TZA-000186,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113547-4,RESPECT,Northern Zone,Arusha,Arusha,Arusha CC,Unga Ltd,Viwandani,Health Laboratory,For Profit,Operating,-3.38497,36.68385,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000188,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
120895-8,SUNSHINE,Northern Zone,Arusha,Arusha,Arusha CC,Moivaro,Moivaro Kati,Dispensary,For Profit,Operating,-3.40321,36.75906,2020,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2020-05-19,2020,TZA-000189,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113625-8,GEMSA,Northern Zone,Arusha,Arusha,Arusha CC,Themi,Corridor Area,Clinic,Company/Business Name,Operating,-3.37508,36.69968,2016,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-10-10,2016,TZA-000190,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
110921-4,ZEBRA,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Levolos,Clinic,For Profit,Operating,-3.366802,36.684627,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
100190-8,ARUSHA SCHOOL,Northern Zone,Arusha,Arusha,Arusha CC,Themi,Old Police line,Dispensary,LGA,Operating,-3.3742,36.69426,1934,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1934-01-07,1934,TZA-000192,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113548-2,KUHENGA,Northern Zone,Arusha,Arusha,Arusha CC,Elerai,Sakina,Health Laboratory,For Profit,Operating,-3.36363,36.66777,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000193,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
113544-1,TRUE,Northern Zone,Arusha,Arusha,Arusha CC,Sokon I,Muriet,Health Laboratory,For Profit,Operating,-3.41618,36.65687,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000194,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
105316-4,MT. MERU,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Naura,Hospital,MoH,Operating,-3.36642,36.69498,1976,Very low,508709,Public,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,1976-01-01,1976,TZA-000195,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112832-1,NGULELO,Northern Zone,Arusha,Arusha,Arusha CC,Kimandolu,Kijenge Kaskazini,Clinic,For Profit,Operating,-3.36597,36.72672,2013,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2013-01-04,2013,TZA-000196,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
112000-5,LANCET,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Bondeni,Health Laboratory,For Profit,Operating,-3.37264,36.68842,2017,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2017-12-26,2017,TZA-000198,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123714-8,ROLAND HEALTH CARE,Northern Zone,Arusha,Arusha,Arusha CC,Themi,Themi Mashariki,Clinic,Company/Business Name,Operating,-3.39363,36.70389,2024,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2024-05-06,2024,TZA-000199,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
107442-6,SHREE HINDU,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Pangani,Hospital,Faith Based Organization (FBO),Operating,-3.37712,36.68922,1970,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,NA,NA,TZA-000200,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
111486-7,NSK,Northern Zone,Arusha,Arusha,Arusha CC,Unga Ltd,Viwandani,Hospital,For Profit,Operating,-3.380651,36.684811,2016,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2016-06-06,2016,TZA-000201,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
123008-5,LANCET GEMSA,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Mahakama,Health Laboratory,Company/Business Name,Operating,-3.37508,36.69968,2023,Very low,508709,Private,Tanzania,MoH Tanzania Health Facility Registry (HFR) 2026,TRUE,2023-09-01,2023,TZA-000202,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
