identifier,name,facility_code,facility_name,historical_id,admin1,admin2,subcounty,parish,village,facility_type,ownership_detail,status,reporting,licensed,address,contact_personemail,contact_personmobile,contact_personname,contact_persontitle,longitude,latitude,closing_date,bed_capacity,services,createdAt,updatedAt,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,zone,coordinate_source,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
8008022870916,Alop Health Centre II,pUeR6j03GhJ,Alop HC II,pUeR6j03GhJ,Acholi,Agago District,Adilang Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.4502,2.668848,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008023776549,Adilang Health Centre III,FvewOonC8lS,Adilang HC III,FvewOonC8lS,Acholi,Agago District,Adilang Town Council,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.475305,2.741335,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024416503,David Fagerlee's Medical Centre,G51dLKvQTxh,David Fagerlee's  Medical Centre,G51dLKvQTxh,Acholi,Agago District,Adilang Town Council,NA,NA,HC II,UCMB,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.477844,2.743743,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008027243189,Lukole Health Centre III,RHk4V3ZlFbx,Lukole HC III,RHk4V3ZlFbx,Acholi,Agago District,Agago Town Council,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.338962,2.835436,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008022564548,Acuru Health Centre II,wLkwoyLOOZe,Acuru HC II,wLkwoyLOOZe,Acholi,Agago District,Agengo Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.192796,2.925697,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008028585636,Obolokome Health Centre II,cPeDqm6vYHn,Obolokome (Lira) HC II,cPeDqm6vYHn,Acholi,Agago District,Agengo Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.193728,2.820513,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008026815472,Otumpili Health Centre II,QaoM6583QZW,Otumpili HC II,QaoM6583QZW,Acholi,Agago District,Ajali Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.388625,2.825156,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008025204429,Acholpii Health Centre III,aKoVWgIufTx,Acholpii HC III,aKoVWgIufTx,Acholi,Agago District,Arum Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.050428,2.731935,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008028233292,Geregere Health Centre II,WgXtPbUAyJD,Geregere HC II,WgXtPbUAyJD,Acholi,Agago District,Geregere Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.234658,2.769527,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008027551851,Dr. Ambrosoli Memorial Hospital Kalongo,y8q1syPdfdK,Kalongo Ambrosoli Memorial Hospital,y8q1syPdfdK,Acholi,Agago District,Kalongo Town Council,NA,NA,General Hospital,UCMB,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.37204,3.04341,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008023344673,Onudapet Health Centre II,eVHfL3dqKR5,Onudapet HC II,eVHfL3dqKR5,Acholi,Agago District,Kotomor Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.405462,2.640292,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008025743915,Kotomor Health Centre III,xErihzThO6h,Kotomor HC III,xErihzThO6h,Acholi,Agago District,Kotomor Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.348372,2.643039,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024310942,Odokomit Health Centre II,s21e0ARLfsE,Odokomit HC II,s21e0ARLfsE,Acholi,Agago District,Kotomor Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.273415,2.639486,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024222121,Kuywee Health Centre II,TTIgbcijnJz,Kuywee HC II,TTIgbcijnJz,Acholi,Agago District,Kuywee Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.302483,3.057506,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008029200045,Toroma Health Centre II,IOuCAfFo6J4,Toroma HC II,IOuCAfFo6J4,Acholi,Agago District,Kuywee Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.27052,3.091677,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008029820663,Paimol Health Centre III,RM8vegpr7j7,Paimol HC III,RM8vegpr7j7,Acholi,Agago District,Lai Mutu Town Council,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.432854,3.123609,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008025656206,Lamiyo Health Centre III,gEJIdy608EI,Lamiyo HC III,gEJIdy608EI,Acholi,Agago District,Lamiyo Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.055155,2.807232,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024534999,Kwonkic Health Centre II,fIGI5AZsJHF,Kwonkic HC II,fIGI5AZsJHF,Acholi,Agago District,Lamiyo Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.111148,2.811759,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008028052255,Ligiligi Health Centre II,h0zUXZyCyJL,Ligiligi HC II,h0zUXZyCyJL,Acholi,Agago District,Laperebong Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.427424,2.750191,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008022430118,Orina Health Centre II,CYCMFtMgnfI,Orina HC II,CYCMFtMgnfI,Acholi,Agago District,Laperebong Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.423227,2.712824,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008029935576,Amyel Health Centre II,DjuTQL7H5ck,Amyel HC II,DjuTQL7H5ck,Acholi,Agago District,Lapono Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.470324,2.940914,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008022690446,Lira Kaket Health Centre II,pBrduMkhHQy,Lira Kaket HC II,pBrduMkhHQy,Acholi,Agago District,Lapono Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.462597,2.982532,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008022418266,Ogwang Kamolo Health Centre II,ifSPcuzT8Iw,Ogwang Kamolo HC II,ifSPcuzT8Iw,Acholi,Agago District,Lapono Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.441621,2.939501,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008029984275,Ongalo Health Centre II,ajeoW3M1Tvm,Ongalo HC II,ajeoW3M1Tvm,Acholi,Agago District,Lapono Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.434993,2.987945,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008025832861,Lira Kato Health Centre III,a9ZI6jNBqXx,Lira Kato HC III,a9ZI6jNBqXx,Acholi,Agago District,Lira Kato Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.487996,2.868972,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024030400,Abilonino Health Centre II,aGfndLfPcOz,Abilonino HC II,aGfndLfPcOz,Acholi,Agago District,Lira Kato Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.438764,2.879034,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024323270,Lira Palwo Health Centre III,aNM5X9P50rl,Lira Palwo HC III,aNM5X9P50rl,Acholi,Agago District,Lira Palwo Town Council,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.160548,2.786579,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008022369893,St. Janani Health Centre II,ldVk8civU6m,St. Janani HC II,ldVk8civU6m,Acholi,Agago District,Lira Palwo Town Council,NA,NA,HC II,UPMB,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.166426,2.782428,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008022215047,Lanyirinyiri Health Centre II,o919aB1NWyq,Lanyirinyiri HC II,o919aB1NWyq,Acholi,Agago District,Lirapalwo Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.184894,2.749782,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008025213703,Lapirin Health Centre III,FHLViw9IqR6,Lapirin HC III,FHLViw9IqR6,Acholi,Agago District,Lokole Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.276642,2.860853,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008028436428,Olung Health Centre II,zfMY9GBN26I,Olung HC II,zfMY9GBN26I,Acholi,Agago District,Lokole Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.366326,2.922139,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024559215,Layita Health Centre III,gvwYnobdOdM,Layita HC II,gvwYnobdOdM,Acholi,Agago District,Omiyapacwa Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.415952,3.271141,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024210115,Omiya Pacwa Health Centre II,p1eA0ghuSyR,Omiya Pacwa HC II,p1eA0ghuSyR,Acholi,Agago District,Omiyapacwa Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.44343,3.193472,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008026605613,Omot Health Centre III,GzIVh9blxSN,Omot HC II,GzIVh9blxSN,Acholi,Agago District,Omot Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.209908,2.692556,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024178599,Kokil Health Centre II,ASNnd0et215,Kokil HC II,ASNnd0et215,Acholi,Agago District,Paimol Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.423601,3.061405,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008026324363,Pakor Health Centre II,err2diilQ8C,Pakor HC II,err2diilQ8C,Acholi,Agago District,Parabongo Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.374828,3.088585,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008029310568,Pacer Health Centre III,w9mcV8YwoKa,Pacer HC II,w9mcV8YwoKa,Acholi,Agago District,Parabongo Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.331009,2.983858,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008027690355,Kabala Health Centre II,mErpRZrtmz8,Kabala HC II,mErpRZrtmz8,Acholi,Agago District,Parabongo Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.369986,2.984033,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008029345930,Patongo Health Centre IV,oUcwyNtRzrb,Patongo HC IV,oUcwyNtRzrb,Acholi,Agago District,Patongo Town Council,NA,NA,HC IV,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.311819,2.760376,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008023821048,Okwadoko Health Centre II,fN5JzGLE8gv,Okwadoko HC II,fN5JzGLE8gv,Acholi,Agago District,Wol Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.169552,3.156584,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008029202080,Wol Health Centre III,qOIHRAbHyeu,Wol HC III,qOIHRAbHyeu,Acholi,Agago District,Wol Town Council,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,33.22395,3.12226,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008027941188,Okungedi Health Centre II,LPjcTTbfcGL,Okungedi HC II,LPjcTTbfcGL,Acholi,Amuru District,Amuru Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,31.939399,2.877835,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008026930506,Amuru Lacor Health Centre III,aFgrVHVDqoZ,Amuru Lacor HC III,aFgrVHVDqoZ,Acholi,Amuru District,Amuru Subcounty,NA,NA,HC III,UCMB,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,31.93769,2.811959,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008025053811,Labongogali Health Centre III,Tvayfd3cIU2,Labongogali HC III,Tvayfd3cIU2,Acholi,Amuru District,Amuru Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.018286,2.81497,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008026082807,Oberabic Health Centre II,OJYXXSC87rV,Oberabic HC II,OJYXXSC87rV,Acholi,Amuru District,Amuru Subcounty,NA,NA,HC II,UPMB,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,31.966638,2.914859,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008024973380,Amuru Health Centre II,UJ0t5BYVpBM,Amuru HC II,UJ0t5BYVpBM,Acholi,Amuru District,Amuru Town Council,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,31.923052,2.819629,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008027554508,Otwee Health Centre III,rnSuCabTqe3,Otwee HC III,rnSuCabTqe3,Acholi,Amuru District,Amuru Town Council,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,31.859404,2.805735,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008027893744,Mother Health International Health Centre II,VdSMFKnHeyT,Mother Health International,VdSMFKnHeyT,Acholi,Amuru District,Atiak Subcounty,NA,NA,HC II,Private Authority,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.119426,3.2837,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008023242676,Okidi Health Centre II,kJ8CMUMloVu,Okidi HC II,kJ8CMUMloVu,Acholi,Amuru District,Atiak Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.22376,3.266826,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008023273873,Pacilo Health Centre II,awjedeMiWo3,Pacilo HC II,awjedeMiWo3,Acholi,Amuru District,Atiak Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.10615,3.321137,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008025038359,Sacred Heart Health Centre II,r6JsqcaIqQh,Sacred Heart HC II (Atiak Subcounty),r6JsqcaIqQh,Acholi,Amuru District,Atiak Subcounty,NA,NA,HC II,Private Authority,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.119426,3.2837,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008027882815,Atiak Health Centre IV,i5CDWEBfo9n,Atiak HC IV,i5CDWEBfo9n,Acholi,Amuru District,Atiak Town Council,NA,NA,HC IV,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.120378,3.255633,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008023479188,Bibia Health Centre III,N00TPmBoIls,Bibia HC III,N00TPmBoIls,Acholi,Amuru District,Elegu Town Council,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.06728,3.472603,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008021768484,Parabongo Health Centre II,mYGNn9Bx0OH,Parabongo HC II,mYGNn9Bx0OH,Acholi,Amuru District,Guru-Guru Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.152688,2.906365,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008027226721,Otici Health Centre II,Y1aTreUsUZn,Otici HC II,Y1aTreUsUZn,Acholi,Amuru District,Guru-Guru Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.012936,2.953022,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008025450993,Guruguru Health Centre II,l25J2D2A6R3,Guruguru HC II,l25J2D2A6R3,Acholi,Amuru District,Guru-Guru Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.078893,2.910468,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008026520014,Olwal Health Centre III,vnIPfEUR8ce,Olwal HC III,vnIPfEUR8ce,Acholi,Amuru District,Guru-Guru Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.07898,2.837736,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008029679928,Awer Health Centre II,XdXAfIaLuld,Awer HC II,XdXAfIaLuld,Acholi,Amuru District,Lamogi Subcounty,NA,NA,HC II,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.175022,2.839922,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
8008029563830,Kaladima Health Centre III,jWmjHpZqNtY,Kaladima HC III,jWmjHpZqNtY,Acholi,Amuru District,Lamogi Subcounty,NA,NA,HC III,Local Government,Functional,TRUE,FALSE,NA,NA,NA,NA,NA,32.139215,2.82238,NA,NA,NA,2/2/2026,2/2/2026,Other,Uganda,Uganda Ministry of Health Master Facility List (MFL),TRUE,NA,NA,UGA-000065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
