"facility_code","service_category","service_group","service_detail"
"953200-3","clinical_services","Clinical Services","Ante Natal Care"
"953200-3","clinical_services","Clinical Services","Child Welfare Clinic"
"953200-3","clinical_services","Clinical Services","Dental"
"953200-3","clinical_services","Clinical Services","Domiciliary"
"953200-3","clinical_services","Clinical Services","Dressings And Injection"
"953200-3","clinical_services","Clinical Services","HIV Testing and Counselling"
"953200-3","clinical_services","Clinical Services","Inpatient Care Services"
"953200-3","clinical_services","Clinical Services","Laboratory"
"953200-3","clinical_services","Clinical Services","Outpatient Department"
"953200-3","clinical_services","Clinical Services","Pediatrics"
"953200-3","clinical_services","Clinical Services","Pharmacy"
"953200-3","clinical_services","Clinical Services","Post Natal Care"
"953200-3","clinical_services","Clinical Services","Primary Health Care"
"953200-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"953200-3","clinical_services","Clinical Services","X-Ray"
"758514-4","clinical_services","Clinical Services","General Practice"
"758514-4","clinical_services","Clinical Services","Sports And Occupational Medicine"
"758514-4","clinical_services","Clinical Services","Dental"
"758514-4","staff","Staff","Dental Therapist (qty: 1)"
"758514-4","staff","Staff","Physicians (qty: 1)"
"974794-0","clinical_services","Clinical Services","Radiography"
"974794-0","clinical_services","Clinical Services","Ultrasound Scan"
"974794-0","clinical_services","Clinical Services","X-Ray"
"974794-0","infrastructure","Infrastructure","Electricity"
"974794-0","infrastructure","Infrastructure","Toilets"
"974794-0","infrastructure","Infrastructure","Running Water"
"974794-0","infrastructure","Infrastructure","Internet"
"974794-0","infrastructure","Infrastructure","Backup generator (qty: 1)"
"509384-4","clinical_services","Clinical Services","Ear Nose Throat"
"509384-4","infrastructure","Infrastructure","Internet"
"509384-4","infrastructure","Infrastructure","Public Wi-fi"
"509384-4","infrastructure","Infrastructure","Cafeteria"
"509384-4","staff","Staff","ENT Surgeon (qty: 3)"
"863148-3","clinical_services","Clinical Services","Cervical Cancer Screening"
"863148-3","clinical_services","Clinical Services","Dispensary"
"863148-3","clinical_services","Clinical Services","HIV Testing and Counselling"
"863148-3","clinical_services","Clinical Services","Outpatient Department"
"863148-3","clinical_services","Clinical Services","Sexual Reproductive Health"
"863148-3","infrastructure","Infrastructure","Electricity"
"863148-3","infrastructure","Infrastructure","Toilets"
"863148-3","infrastructure","Infrastructure","Running Water"
"863148-3","infrastructure","Infrastructure","Internet"
"863148-3","infrastructure","Infrastructure","Pharmacy"
"863148-3","staff","Staff","Doctors (qty: 2)"
"481025-5","clinical_services","Clinical Services","Ambulance Service"
"481025-5","clinical_services","Clinical Services","Ante Natal Care"
"481025-5","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"481025-5","clinical_services","Clinical Services","Blood Pressure Monitoring"
"481025-5","clinical_services","Clinical Services","Cancer Screening"
"481025-5","clinical_services","Clinical Services","Cervical Cancer Screening"
"481025-5","clinical_services","Clinical Services","Child Welfare Clinic"
"481025-5","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"481025-5","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"481025-5","clinical_services","Clinical Services","Condom Distribution"
"481025-5","clinical_services","Clinical Services","Dispensary"
"481025-5","clinical_services","Clinical Services","Dressings And Injection"
"481025-5","clinical_services","Clinical Services","General Consultation"
"481025-5","clinical_services","Clinical Services","General Counselling"
"481025-5","clinical_services","Clinical Services","HIV Testing and Counselling"
"481025-5","clinical_services","Clinical Services","Home Visits"
"481025-5","clinical_services","Clinical Services","Immunization"
"481025-5","clinical_services","Clinical Services","Infectious Disease Control Centre"
"481025-5","clinical_services","Clinical Services","Inpatient Care Services"
"481025-5","clinical_services","Clinical Services","Mobile Outreach"
"481025-5","clinical_services","Clinical Services","Non Communicable Diseases Clinic"
"481025-5","clinical_services","Clinical Services","Outpatient Department"
"481025-5","clinical_services","Clinical Services","Pharmacy"
"481025-5","clinical_services","Clinical Services","Phlebotomy"
"481025-5","clinical_services","Clinical Services","Post Natal Care"
"481025-5","clinical_services","Clinical Services","Routine HIV Testing"
"481025-5","clinical_services","Clinical Services","School Health"
"481025-5","clinical_services","Clinical Services","See And Treat"
"481025-5","clinical_services","Clinical Services","Sexual Reproductive Health"
"481025-5","clinical_services","Clinical Services","Tuberculosis"
"481025-5","infrastructure","Infrastructure","Electricity"
"481025-5","infrastructure","Infrastructure","Toilets"
"481025-5","infrastructure","Infrastructure","Running Water"
"481025-5","infrastructure","Infrastructure","Pharmacy"
"481025-5","infrastructure","Infrastructure","Stoves (qty: 1)"
"481025-5","staff","Staff","Nursing Officer 1 (qty: 1)"
"481025-5","staff","Staff","PRN (qty: 3)"
"481025-5","staff","Staff","Health  Assistant (qty: 2)"
"481025-5","staff","Staff","Midwifery (qty: 1)"
"481025-5","staff","Staff","Psychiatic nurse (qty: 1)"
"481025-5","staff","Staff","CRN (qty: 1)"
"435638-2","clinical_services","Clinical Services","Eye Clinic"
"435638-2","clinical_services","Clinical Services","Mobile Outreach"
"435638-2","clinical_services","Clinical Services","Optometry"
"435638-2","clinical_services","Clinical Services","Refraction"
"435638-2","clinical_services","Clinical Services","Tonometry"
"435638-2","infrastructure","Infrastructure","Electricity"
"435638-2","infrastructure","Infrastructure","Toilets"
"435638-2","infrastructure","Infrastructure","Running Water"
"435638-2","infrastructure","Infrastructure","Internet"
"435638-2","infrastructure","Infrastructure","Laboratory"
"435638-2","staff","Staff","Optometrist (qty: 1)"
"304543-2","clinical_services","Clinical Services","Accident And Emergency"
"304543-2","clinical_services","Clinical Services","Ante Natal Care"
"304543-2","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"304543-2","clinical_services","Clinical Services","Blood Pressure Monitoring"
"304543-2","clinical_services","Clinical Services","Cancer Screening"
"304543-2","clinical_services","Clinical Services","Cervical Cancer Clinic"
"304543-2","clinical_services","Clinical Services","Cervical Cancer Screening"
"304543-2","clinical_services","Clinical Services","Child Welfare Clinic"
"304543-2","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"304543-2","clinical_services","Clinical Services","Chronic patient care "
"304543-2","clinical_services","Clinical Services","Condom Distribution"
"304543-2","clinical_services","Clinical Services","Consultant Physician"
"304543-2","clinical_services","Clinical Services","Dressings And Injection"
"304543-2","clinical_services","Clinical Services","Echocardiogram"
"304543-2","clinical_services","Clinical Services","Electrocardiogram"
"304543-2","clinical_services","Clinical Services","Expanded Program on Immunizations"
"304543-2","clinical_services","Clinical Services","General Consultation"
"304543-2","clinical_services","Clinical Services","General Counselling"
"304543-2","clinical_services","Clinical Services","General Practice"
"304543-2","clinical_services","Clinical Services","General Screening"
"304543-2","clinical_services","Clinical Services","HIV Testing and Counselling"
"304543-2","clinical_services","Clinical Services","Immunization"
"304543-2","clinical_services","Clinical Services","Integrated Management of Childhood Illnesses"
"304543-2","clinical_services","Clinical Services","Laboratory"
"304543-2","clinical_services","Clinical Services","Medical Aid schemes"
"304543-2","clinical_services","Clinical Services","Medical Examinations"
"304543-2","clinical_services","Clinical Services","Men's Clinic"
"304543-2","clinical_services","Clinical Services","Mental Health Services"
"304543-2","clinical_services","Clinical Services","Non Communicable Diseases Clinic"
"304543-2","clinical_services","Clinical Services","Outpatient Department"
"304543-2","clinical_services","Clinical Services","Phlebotomy"
"304543-2","clinical_services","Clinical Services","Primary Health Care"
"304543-2","clinical_services","Clinical Services","Routine HIV Testing"
"304543-2","clinical_services","Clinical Services","Sexual Reproductive Health"
"304543-2","clinical_services","Clinical Services","Specialist Referrals"
"304543-2","clinical_services","Clinical Services","Surgery"
"304543-2","clinical_services","Clinical Services","Travel Medicine"
"304543-2","clinical_services","Clinical Services","Ultrasound Scan"
"304543-2","clinical_services","Clinical Services","X-Ray"
"304543-2","infrastructure","Infrastructure","Electricity"
"304543-2","infrastructure","Infrastructure","Toilets"
"304543-2","infrastructure","Infrastructure","Running Water"
"304543-2","infrastructure","Infrastructure","Internet"
"304543-2","infrastructure","Infrastructure","Public Wi-fi"
"304543-2","staff","Staff","Radiographers Sonographers (qty: 1)"
"304543-2","staff","Staff","General Practictioner (qty: 1)"
"304543-2","staff","Staff","Health Information Manager (qty: 1)"
"304543-2","infrastructure","Infrastructure","Backup generator (qty: 1)"
"304543-2","infrastructure","Infrastructure","Washing Machines (qty: 1)"
"304543-2","staff","Staff","Midwifery (qty: 1)"
"556191-5","clinical_services","Clinical Services","Outpatient Department"
"556191-5","clinical_services","Clinical Services","Laboratory"
"556191-5","clinical_services","Clinical Services","Inpatient Care Services"
"556191-5","clinical_services","Clinical Services","Eye Clinic"
"556191-5","clinical_services","Clinical Services","Optometry"
"556191-5","clinical_services","Clinical Services","Diagnostic"
"556191-5","clinical_services","Clinical Services","Social Welfare"
"556191-5","clinical_services","Clinical Services","Psychiatry"
"556191-5","clinical_services","Clinical Services","Labour And Delivery"
"556191-5","clinical_services","Clinical Services","Mental Health Services"
"556191-5","clinical_services","Clinical Services","Pharmacy"
"556191-5","clinical_services","Clinical Services","X-Ray"
"556191-5","clinical_services","Clinical Services","Cross Border Services"
"556191-5","clinical_services","Clinical Services","Oral Health Services"
"556191-5","clinical_services","Clinical Services","Emergency Obstetric Care"
"556191-5","clinical_services","Clinical Services","Pediatrics"
"556191-5","clinical_services","Clinical Services","Home Visits"
"556191-5","clinical_services","Clinical Services","Dispensary"
"556191-5","clinical_services","Clinical Services","Failure Clinic"
"556191-5","clinical_services","Clinical Services","Loop Electrosurgical excision Procedure"
"556191-5","clinical_services","Clinical Services","Chiropractic"
"556191-5","clinical_services","Clinical Services","Implantology"
"556191-5","clinical_services","Clinical Services","Maxilo-Facial And Oral Surgery"
"556191-5","infrastructure","Infrastructure","Electricity"
"556191-5","infrastructure","Infrastructure","Toilets"
"556191-5","infrastructure","Infrastructure","Running Water"
"556191-5","infrastructure","Infrastructure","Internet"
"832969-0","clinical_services","Clinical Services","Blood Pressure Monitoring"
"832969-0","clinical_services","Clinical Services","Dispensary"
"832969-0","clinical_services","Clinical Services","Dressings And Injection"
"832969-0","clinical_services","Clinical Services","General Consultation"
"832969-0","clinical_services","Clinical Services","Pharmacy"
"832969-0","clinical_services","Clinical Services","Primary Health Care"
"832969-0","clinical_services","Clinical Services","See And Treat"
"832969-0","clinical_services","Clinical Services","Sexual Reproductive Health"
"832969-0","infrastructure","Infrastructure","Electricity"
"832969-0","infrastructure","Infrastructure","Toilets"
"832969-0","infrastructure","Infrastructure","Running Water"
"832969-0","infrastructure","Infrastructure","Internet"
"832969-0","infrastructure","Infrastructure","water tanks (qty: 1)"
"832969-0","staff","Staff","Registered Nurse (qty: 1)"
"192292-1","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"192292-1","clinical_services","Clinical Services","Cervical Cancer Screening"
"192292-1","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"192292-1","clinical_services","Clinical Services","Condom Distribution"
"192292-1","clinical_services","Clinical Services","Cross Border Services"
"192292-1","clinical_services","Clinical Services","Dispensary"
"192292-1","clinical_services","Clinical Services","General Counselling"
"192292-1","clinical_services","Clinical Services","HIV Reference"
"192292-1","clinical_services","Clinical Services","HIV Testing and Counselling"
"192292-1","clinical_services","Clinical Services","Home Visits"
"192292-1","clinical_services","Clinical Services","Infectious Disease Control Centre"
"192292-1","clinical_services","Clinical Services","Mental Health Services"
"192292-1","clinical_services","Clinical Services","Mobile Outreach"
"192292-1","clinical_services","Clinical Services","Outpatient Department"
"192292-1","clinical_services","Clinical Services","Phlebotomy"
"192292-1","clinical_services","Clinical Services","Routine HIV Testing"
"192292-1","clinical_services","Clinical Services","Tuberculosis"
"192292-1","infrastructure","Infrastructure","Electricity"
"192292-1","infrastructure","Infrastructure","Toilets"
"192292-1","infrastructure","Infrastructure","Running Water"
"192292-1","infrastructure","Infrastructure","Internet"
"192292-1","staff","Staff","Health  Assistant (qty: 2)"
"119333-3","clinical_services","Clinical Services","Accident And Emergency"
"119333-3","clinical_services","Clinical Services","Ante Natal Care"
"119333-3","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"119333-3","clinical_services","Clinical Services","Blood Pressure Monitoring"
"119333-3","clinical_services","Clinical Services","Cancer Screening"
"119333-3","clinical_services","Clinical Services","Cardiology"
"119333-3","clinical_services","Clinical Services","Cervical Cancer Screening"
"119333-3","clinical_services","Clinical Services","Child Welfare Clinic"
"119333-3","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"119333-3","clinical_services","Clinical Services","Chronic patient care "
"119333-3","clinical_services","Clinical Services","Diagnostic"
"119333-3","clinical_services","Clinical Services","Dressings And Injection"
"119333-3","clinical_services","Clinical Services","Emergency Medical Services"
"119333-3","clinical_services","Clinical Services","Family Physician Services"
"119333-3","clinical_services","Clinical Services","General Consultation"
"119333-3","clinical_services","Clinical Services","General Counselling"
"119333-3","clinical_services","Clinical Services","Immunization"
"119333-3","clinical_services","Clinical Services","Integrated Management of Childhood Illnesses"
"119333-3","clinical_services","Clinical Services","Laboratory"
"119333-3","clinical_services","Clinical Services","Medical Examinations"
"119333-3","clinical_services","Clinical Services","Men's Clinic"
"119333-3","clinical_services","Clinical Services","Pediatrics"
"119333-3","clinical_services","Clinical Services","Phlebotomy"
"119333-3","clinical_services","Clinical Services","Primary Health Care"
"119333-3","clinical_services","Clinical Services","Routine HIV Testing"
"119333-3","clinical_services","Clinical Services","See And Treat"
"119333-3","clinical_services","Clinical Services","Specialist Physician"
"119333-3","clinical_services","Clinical Services","Travel Medicine"
"119333-3","clinical_services","Clinical Services","Ultrasound Scan"
"119333-3","clinical_services","Clinical Services","Woman Wellness"
"119333-3","clinical_services","Clinical Services","Youth Friendly Services"
"119333-3","infrastructure","Infrastructure","Electricity"
"119333-3","infrastructure","Infrastructure","Toilets"
"119333-3","infrastructure","Infrastructure","Running Water"
"119333-3","infrastructure","Infrastructure","Internet"
"119333-3","infrastructure","Infrastructure","Laboratory"
"119333-3","infrastructure","Infrastructure","Pharmacy"
"119333-3","infrastructure","Infrastructure","Public Wi-fi"
"856575-6","clinical_services","Clinical Services","Optometry"
"856575-6","infrastructure","Infrastructure","Electricity"
"856575-6","infrastructure","Infrastructure","Toilets"
"856575-6","infrastructure","Infrastructure","Running Water"
"116257-7","clinical_services","Clinical Services","Laboratory"
"116257-7","clinical_services","Clinical Services","Dental"
"116257-7","clinical_services","Clinical Services","Diagnostic"
"116257-7","clinical_services","Clinical Services","Youth Friendly Services"
"116257-7","clinical_services","Clinical Services","Cross Border Services"
"116257-7","clinical_services","Clinical Services","Orthotics"
"116257-7","clinical_services","Clinical Services","Urology"
"116257-7","clinical_services","Clinical Services","Endocrinology"
"116257-7","clinical_services","Clinical Services","Thoracic Surgery"
"116257-7","clinical_services","Clinical Services","Woman Wellness"
"116257-7","infrastructure","Infrastructure","Electricity"
"116257-7","infrastructure","Infrastructure","Toilets"
"116257-7","infrastructure","Infrastructure","Internet"
"116257-7","staff","Staff","Radiographers Sonographers (qty: 2)"
"116257-7","staff","Staff","Radilogist (qty: 1)"
"523937-1","clinical_services","Clinical Services","Pediatrics"
"523937-1","clinical_services","Clinical Services","Home Visits"
"523937-1","clinical_services","Clinical Services","Dispensary"
"523937-1","clinical_services","Clinical Services","Failure Clinic"
"523937-1","clinical_services","Clinical Services","Intensive Care"
"523937-1","clinical_services","Clinical Services","Neurology"
"523937-1","clinical_services","Clinical Services","Oncology"
"523937-1","clinical_services","Clinical Services","Ambulance Service"
"523937-1","clinical_services","Clinical Services","Oncology"
"523937-1","clinical_services","Clinical Services","Chiropractic"
"523937-1","clinical_services","Clinical Services","Rehabilitation"
"523937-1","infrastructure","Infrastructure","Electricity"
"523937-1","infrastructure","Infrastructure","Toilets"
"523937-1","infrastructure","Infrastructure","Running Water"
"523937-1","infrastructure","Infrastructure","Internet"
"523937-1","staff","Staff","General Practictioner (qty: 1)"
"936043-9","clinical_services","Clinical Services","Child Welfare Clinic"
"936043-9","clinical_services","Clinical Services","Post Natal Care"
"936043-9","clinical_services","Clinical Services","Maternity"
"936043-9","clinical_services","Clinical Services","Laboratory"
"936043-9","clinical_services","Clinical Services","Inpatient Care Services"
"936043-9","clinical_services","Clinical Services","Eye Clinic"
"936043-9","clinical_services","Clinical Services","Diagnostic"
"936043-9","clinical_services","Clinical Services","Labour And Delivery"
"936043-9","clinical_services","Clinical Services","Oral Health Services"
"936043-9","clinical_services","Clinical Services","Immunization"
"936043-9","clinical_services","Clinical Services","Failure Clinic"
"936043-9","clinical_services","Clinical Services","School Health"
"936043-9","clinical_services","Clinical Services","Orthotics"
"936043-9","clinical_services","Clinical Services","Gynaecology"
"936043-9","clinical_services","Clinical Services","Intensive Care"
"936043-9","clinical_services","Clinical Services","Treadmill Test"
"936043-9","clinical_services","Clinical Services","Prostetics and Orthopaedic Technology"
"936043-9","clinical_services","Clinical Services","Rehab and Fitness Gymnasium"
"936043-9","infrastructure","Infrastructure","Electricity"
"936043-9","infrastructure","Infrastructure","Toilets"
"936043-9","infrastructure","Infrastructure","Running Water"
"936043-9","infrastructure","Infrastructure","Internet"
"936043-9","infrastructure","Infrastructure","Pharmacy"
"936043-9","infrastructure","Infrastructure","Public Wi-fi"
"936043-9","staff","Staff","Doctors (qty: 1)"
"237583-0","clinical_services","Clinical Services","Ante Natal Care"
"237583-0","clinical_services","Clinical Services","Blood Pressure Monitoring"
"237583-0","clinical_services","Clinical Services","Child Welfare Clinic"
"237583-0","clinical_services","Clinical Services","Clinical Social Work"
"237583-0","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"237583-0","clinical_services","Clinical Services","Condom Distribution"
"237583-0","clinical_services","Clinical Services","Dispensary"
"237583-0","clinical_services","Clinical Services","Domiciliary"
"237583-0","clinical_services","Clinical Services","Dressings And Injection"
"237583-0","clinical_services","Clinical Services","Expanded Program on Immunizations"
"237583-0","clinical_services","Clinical Services","General Consultation"
"237583-0","clinical_services","Clinical Services","General Counselling"
"237583-0","clinical_services","Clinical Services","General Screening"
"237583-0","clinical_services","Clinical Services","HIV Testing and Counselling"
"237583-0","clinical_services","Clinical Services","Home Visits"
"237583-0","clinical_services","Clinical Services","Immunization"
"237583-0","clinical_services","Clinical Services","Integrated Management of Childhood Illnesses"
"237583-0","clinical_services","Clinical Services","Laboratory"
"237583-0","clinical_services","Clinical Services","Maternity"
"237583-0","clinical_services","Clinical Services","Outpatient Department"
"237583-0","clinical_services","Clinical Services","Post Natal Care"
"237583-0","clinical_services","Clinical Services","Primary Health Care"
"237583-0","clinical_services","Clinical Services","Routine HIV Testing"
"237583-0","clinical_services","Clinical Services","School Education"
"237583-0","clinical_services","Clinical Services","School Health"
"237583-0","clinical_services","Clinical Services","See And Treat"
"237583-0","clinical_services","Clinical Services","Sexual Reproductive Health"
"237583-0","clinical_services","Clinical Services","Tuberculosis"
"237583-0","infrastructure","Infrastructure","Electricity"
"237583-0","infrastructure","Infrastructure","Toilets"
"237583-0","infrastructure","Infrastructure","Running Water"
"237583-0","infrastructure","Infrastructure","Internet"
"237583-0","infrastructure","Infrastructure","Public Wi-fi"
"753290-6","clinical_services","Clinical Services","Sexual Reproductive Health"
"753290-6","clinical_services","Clinical Services","Infectious Disease Control Centre"
"753290-6","clinical_services","Clinical Services","Ear Nose Throat"
"753290-6","clinical_services","Clinical Services","Child Welfare Clinic"
"753290-6","clinical_services","Clinical Services","Post Natal Care"
"753290-6","clinical_services","Clinical Services","Laboratory"
"753290-6","clinical_services","Clinical Services","Eye Clinic"
"753290-6","clinical_services","Clinical Services","Diagnostic"
"753290-6","clinical_services","Clinical Services","Surgery"
"753290-6","clinical_services","Clinical Services","Social Work"
"753290-6","clinical_services","Clinical Services","Dietetics"
"753290-6","clinical_services","Clinical Services","X-Ray"
"753290-6","clinical_services","Clinical Services","Youth Friendly Services"
"753290-6","clinical_services","Clinical Services","Cross Border Services"
"753290-6","clinical_services","Clinical Services","Oral Health Services"
"753290-6","clinical_services","Clinical Services","Cervical Cancer Clinic"
"753290-6","clinical_services","Clinical Services","Diagnostic Imaging Services"
"753290-6","clinical_services","Clinical Services","Pediatrics"
"753290-6","clinical_services","Clinical Services","Home Visits"
"753290-6","clinical_services","Clinical Services","Dispensary"
"753290-6","clinical_services","Clinical Services","Failure Clinic"
"753290-6","clinical_services","Clinical Services","Loop Electrosurgical excision Procedure"
"753290-6","clinical_services","Clinical Services","Neonatal Care"
"753290-6","clinical_services","Clinical Services","Gynaecology"
"753290-6","clinical_services","Clinical Services","Intensive Care"
"753290-6","clinical_services","Clinical Services","Social Protection Services"
"753290-6","clinical_services","Clinical Services","Neurology"
"753290-6","clinical_services","Clinical Services","Audiology"
"753290-6","clinical_services","Clinical Services","Oncology"
"753290-6","clinical_services","Clinical Services","Dermatology"
"753290-6","clinical_services","Clinical Services","Primary Health Care"
"753290-6","clinical_services","Clinical Services","Physiatry"
"753290-6","clinical_services","Clinical Services","Ambulance Service"
"753290-6","clinical_services","Clinical Services","Phlebotomy"
"753290-6","clinical_services","Clinical Services","Anesthesiology"
"753290-6","clinical_services","Clinical Services","Medical Equipment Management Services"
"753290-6","clinical_services","Clinical Services","Oncology"
"753290-6","clinical_services","Clinical Services","Blood Pressure Monitoring"
"753290-6","clinical_services","Clinical Services","Cardiology"
"753290-6","clinical_services","Clinical Services","Holter"
"753290-6","clinical_services","Clinical Services","Chiropractic"
"753290-6","clinical_services","Clinical Services","Endocrinology"
"753290-6","clinical_services","Clinical Services","Hepatobiliary surgery"
"753290-6","clinical_services","Clinical Services","Implantology"
"753290-6","clinical_services","Clinical Services","Nephrology Consultation"
"753290-6","clinical_services","Clinical Services","Rehabilitation"
"753290-6","clinical_services","Clinical Services","Thoracic Surgery"
"753290-6","clinical_services","Clinical Services","Woman Wellness"
"753290-6","infrastructure","Infrastructure","Electricity"
"753290-6","infrastructure","Infrastructure","Toilets"
"753290-6","infrastructure","Infrastructure","Running Water"
"753290-6","infrastructure","Infrastructure","Internet"
"753290-6","infrastructure","Infrastructure","Laboratory"
"753290-6","infrastructure","Infrastructure","Pharmacy"
"753290-6","infrastructure","Infrastructure","Bed Capacity (qty: 55)"
"753290-6","staff","Staff","Doctors (qty: 12)"
"753290-6","staff","Staff","Registered Nurse (qty: 56)"
"753290-6","staff","Staff","Anaesthetic Nurses (qty: 4)"
"753290-6","staff","Staff","Family Nurse Practitioner (qty: 4)"
"753290-6","staff","Staff","Midwifery (qty: 25)"
"753290-6","staff","Staff","Occupational Therapists (qty: 1)"
"753290-6","staff","Staff","Theatre nurse (qty: 3)"
"753290-6","staff","Staff","Pharmacy Technician (qty: 4)"
"753290-6","staff","Staff","Pharmacists (qty: 2)"
"753290-6","staff","Staff","Physiotherapists (qty: 3)"
"753290-6","staff","Staff","Radiographers Sonographers (qty: 3)"
"753290-6","staff","Staff","Health Auxiliary (qty: 15)"
"753290-6","staff","Staff","Medical Laboratory (qty: 4)"
"559369-4","clinical_services","Clinical Services","Cervical Cancer Screening"
"559369-4","clinical_services","Clinical Services","Dressings And Injection"
"559369-4","clinical_services","Clinical Services","Electrocardiogram"
"559369-4","clinical_services","Clinical Services","General Consultation"
"559369-4","clinical_services","Clinical Services","General Counselling"
"559369-4","clinical_services","Clinical Services","HIV Testing and Counselling"
"559369-4","clinical_services","Clinical Services","Home Visits"
"559369-4","clinical_services","Clinical Services","Medical Examinations"
"559369-4","clinical_services","Clinical Services","Phlebotomy"
"559369-4","clinical_services","Clinical Services","Ultrasound Scan"
"559369-4","infrastructure","Infrastructure","Electricity"
"559369-4","infrastructure","Infrastructure","Toilets"
"559369-4","infrastructure","Infrastructure","Running Water"
"559369-4","infrastructure","Infrastructure","Internet"
"559369-4","staff","Staff","Doctors (qty: 2)"
"559369-4","staff","Staff","Health  Assistant (qty: 1)"
"528988-9","clinical_services","Clinical Services","Accident And Emergency"
"528988-9","clinical_services","Clinical Services","Addiction Management"
"528988-9","clinical_services","Clinical Services","Admissions For General Patients"
"528988-9","clinical_services","Clinical Services","Ambulance Service"
"528988-9","clinical_services","Clinical Services","Anesthesiology"
"528988-9","clinical_services","Clinical Services","Ante Natal Care"
"528988-9","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"528988-9","clinical_services","Clinical Services","Athroplasty"
"528988-9","clinical_services","Clinical Services","Audiology"
"528988-9","clinical_services","Clinical Services","Aviation Medical Examiner"
"528988-9","clinical_services","Clinical Services","Blood Donation"
"528988-9","clinical_services","Clinical Services","Blood Pressure Monitoring"
"528988-9","clinical_services","Clinical Services","Cancer Screening"
"528988-9","clinical_services","Clinical Services","Cardiology"
"528988-9","clinical_services","Clinical Services","Cervical Cancer Clinic"
"528988-9","clinical_services","Clinical Services","Cervical Cancer Screening"
"528988-9","clinical_services","Clinical Services","Child Welfare Clinic"
"528988-9","clinical_services","Clinical Services","Chiropractic"
"528988-9","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"528988-9","clinical_services","Clinical Services","Clinical Social Work"
"528988-9","clinical_services","Clinical Services","Community Home Based Care (CHBC)"
"528988-9","clinical_services","Clinical Services","Condom Distribution"
"528988-9","clinical_services","Clinical Services","Corporate Health and Wellness"
"528988-9","clinical_services","Clinical Services","Cross Border Services"
"528988-9","clinical_services","Clinical Services","Dental"
"528988-9","clinical_services","Clinical Services","Dermatology"
"528988-9","clinical_services","Clinical Services","Diabetic Center"
"528988-9","clinical_services","Clinical Services","Diagnostic"
"528988-9","clinical_services","Clinical Services","Dietetics"
"528988-9","clinical_services","Clinical Services","Dispensary"
"528988-9","clinical_services","Clinical Services","Dressings And Injection"
"528988-9","clinical_services","Clinical Services","Ear Nose Throat"
"528988-9","clinical_services","Clinical Services","Emergency Obstetric Care"
"528988-9","clinical_services","Clinical Services","Endocrinology"
"528988-9","clinical_services","Clinical Services","Expanded Program on Immunizations"
"528988-9","clinical_services","Clinical Services","Eye Clinic"
"528988-9","clinical_services","Clinical Services","Family Physician Services"
"528988-9","clinical_services","Clinical Services","General Counselling"
"528988-9","clinical_services","Clinical Services","Gynaecology"
"528988-9","clinical_services","Clinical Services","Hip and Knee Arthroplasty"
"528988-9","clinical_services","Clinical Services","Holter"
"528988-9","clinical_services","Clinical Services","Home Visits"
"528988-9","clinical_services","Clinical Services","Immunization"
"528988-9","clinical_services","Clinical Services","Implantology"
"528988-9","clinical_services","Clinical Services","Infectious Disease Control Centre"
"528988-9","clinical_services","Clinical Services","Inpatient Care Services"
"528988-9","clinical_services","Clinical Services","Integrated Management of Childhood Illnesses"
"528988-9","clinical_services","Clinical Services","Intensive Care"
"528988-9","clinical_services","Clinical Services","Laboratory"
"528988-9","clinical_services","Clinical Services","Labour And Delivery"
"528988-9","clinical_services","Clinical Services","Loop Electrosurgical excision Procedure"
"528988-9","clinical_services","Clinical Services","Maxilo-Facial And Oral Surgery"
"528988-9","clinical_services","Clinical Services","Men's Clinic"
"528988-9","clinical_services","Clinical Services","Mental Health Services"
"528988-9","clinical_services","Clinical Services","Mobile Outreach"
"528988-9","clinical_services","Clinical Services","Mortuary Services"
"528988-9","clinical_services","Clinical Services","Multidrug-Resistant Tuberculosis Center"
"528988-9","clinical_services","Clinical Services","Neonatal Care"
"528988-9","clinical_services","Clinical Services","Nephrology Consultation"
"528988-9","clinical_services","Clinical Services","Neurology"
"528988-9","clinical_services","Clinical Services","Occupational Health Services"
"528988-9","clinical_services","Clinical Services","Occupational Therapy"
"528988-9","clinical_services","Clinical Services","Oncology"
"528988-9","clinical_services","Clinical Services","Oncology"
"528988-9","clinical_services","Clinical Services","Ophthalmology Consultations"
"528988-9","clinical_services","Clinical Services","Optometry"
"528988-9","clinical_services","Clinical Services","Oral Health Services"
"528988-9","clinical_services","Clinical Services","Orthopedic"
"528988-9","clinical_services","Clinical Services","Pediatrics"
"528988-9","clinical_services","Clinical Services","Periordontics"
"528988-9","clinical_services","Clinical Services","Pharmacy"
"528988-9","clinical_services","Clinical Services","Phlebotomy"
