"facility_code","service_category","service_group","service_detail"
"360734-8","infrastructure","Infrastructure","Running Water"
"360734-8","infrastructure","Infrastructure","Internet"
"360734-8","staff","Staff","Dental Therapist (qty: 1)"
"360734-8","staff","Staff","Health  Assistant (qty: 3)"
"360734-8","infrastructure","Infrastructure","Backup generator (qty: 1)"
"190477-0","clinical_services","Clinical Services","Ophthalmology Consultations"
"190477-0","infrastructure","Infrastructure","Internet"
"190477-0","staff","Staff","Ophthalmology (qty: 1)"
"816049-1","clinical_services","Clinical Services","Orthodontics"
"816049-1","infrastructure","Infrastructure","Internet"
"816049-1","staff","Staff","Orthodontist (qty: 1)"
"472233-6","clinical_services","Clinical Services","Dental"
"472233-6","infrastructure","Infrastructure","Internet"
"472233-6","staff","Staff","Dental Therapist (qty: 1)"
"931933-6","clinical_services","Clinical Services","General Practice"
"931933-6","clinical_services","Clinical Services","X-Ray"
"931933-6","clinical_services","Clinical Services","Psychiatry"
"931933-6","clinical_services","Clinical Services","Pharmacy"
"931933-6","clinical_services","Clinical Services","Physiotherapy"
"931933-6","clinical_services","Clinical Services","Dental"
"931933-6","clinical_services","Clinical Services","Laboratory"
"931933-6","infrastructure","Infrastructure","Internet"
"931933-6","infrastructure","Infrastructure","Public Wi-fi"
"931933-6","staff","Staff","Psychiatrist (qty: 1)"
"974879-9","clinical_services","Clinical Services","General Practice"
"974879-9","clinical_services","Clinical Services","Dental"
"974879-9","infrastructure","Infrastructure","Internet"
"974879-9","staff","Staff","Dental Therapist (qty: 3)"
"974879-9","staff","Staff","General Practictioner (qty: 1)"
"132027-4","clinical_services","Clinical Services","Pharmacy"
"132027-4","infrastructure","Infrastructure","Internet"
"132027-4","staff","Staff","Pharmacists (qty: 2)"
"132027-4","staff","Staff","Pharmacy Technician (qty: 1)"
"202256-4","clinical_services","Clinical Services","Maxilo-Facial And Oral Surgery"
"202256-4","infrastructure","Infrastructure","Internet"
"202256-4","infrastructure","Infrastructure","Public Wi-fi"
"202256-4","infrastructure","Infrastructure","Cafeteria"
"202256-4","staff","Staff","Maxilofacial Surgeon (qty: 1)"
"537722-1","clinical_services","Clinical Services","Anti-Retroviral Therapy"
"537722-1","clinical_services","Clinical Services","Blood Pressure Monitoring"
"537722-1","clinical_services","Clinical Services","Cancer Screening"
"537722-1","clinical_services","Clinical Services","Cervical Cancer Screening"
"537722-1","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"537722-1","clinical_services","Clinical Services","Chronic patient care "
"537722-1","clinical_services","Clinical Services","Condom Distribution"
"537722-1","clinical_services","Clinical Services","Dispensary"
"537722-1","clinical_services","Clinical Services","Domiciliary"
"537722-1","clinical_services","Clinical Services","Dressings And Injection"
"537722-1","clinical_services","Clinical Services","Electrocardiogram"
"537722-1","clinical_services","Clinical Services","General Consultation"
"537722-1","clinical_services","Clinical Services","General Practice"
"537722-1","clinical_services","Clinical Services","General Screening"
"537722-1","clinical_services","Clinical Services","HIV Testing and Counselling"
"537722-1","clinical_services","Clinical Services","Medical Aid schemes"
"537722-1","clinical_services","Clinical Services","Medical Examinations"
"537722-1","clinical_services","Clinical Services","Phlebotomy"
"537722-1","clinical_services","Clinical Services","Routine HIV Testing"
"537722-1","clinical_services","Clinical Services","Sexual Reproductive Health"
"537722-1","clinical_services","Clinical Services","Ultrasound Scan"
"537722-1","infrastructure","Infrastructure","Electricity"
"537722-1","infrastructure","Infrastructure","Toilets"
"537722-1","infrastructure","Infrastructure","Running Water"
"537722-1","infrastructure","Infrastructure","Internet"
"537722-1","infrastructure","Infrastructure","Bed Capacity (qty: 1)"
"537722-1","infrastructure","Infrastructure","Air handling Units (qty: 2)"
"537722-1","infrastructure","Infrastructure","Weighing scale (qty: 1)"
"537722-1","staff","Staff","General Practictioner (qty: 1)"
"537722-1","staff","Staff","Health  Assistant (qty: 1)"
"537722-1","staff","Staff","Personal Assistant/Receptionist (qty: 1)"
"816867-6","clinical_services","Clinical Services","Diagnostic"
"816867-6","infrastructure","Infrastructure","Electricity"
"816867-6","infrastructure","Infrastructure","Toilets"
"816867-6","infrastructure","Infrastructure","Running Water"
"816867-6","infrastructure","Infrastructure","Internet"
"816867-6","infrastructure","Infrastructure","Laboratory"
"816867-6","staff","Staff","Laboratory Scientist (qty: 3)"
"816867-6","staff","Staff","Nurse (qty: 2)"
"816867-6","staff","Staff","Phlebotomist (qty: 3)"
"18685-8","clinical_services","Clinical Services","Ante Natal Care"
"18685-8","clinical_services","Clinical Services","General Consultation"
"18685-8","clinical_services","Clinical Services","Laboratory"
"18685-8","clinical_services","Clinical Services","Pharmacy"
"18685-8","clinical_services","Clinical Services","Post Natal Care"
"18685-8","clinical_services","Clinical Services","Surgery"
"18685-8","infrastructure","Infrastructure","Electricity"
"18685-8","infrastructure","Infrastructure","Toilets"
"18685-8","infrastructure","Infrastructure","Running Water"
"18685-8","infrastructure","Infrastructure","Internet"
"18685-8","infrastructure","Infrastructure","Laboratory"
"18685-8","infrastructure","Infrastructure","Pharmacy"
"18685-8","infrastructure","Infrastructure","Backup generator (qty: 1)"
"18685-8","staff","Staff","Doctors (qty: 1)"
"18685-8","staff","Staff","Phlebotomist (qty: 1)"
"369849-5","clinical_services","Clinical Services","Blood Pressure Monitoring"
"369849-5","clinical_services","Clinical Services","Cervical Cancer Screening"
"369849-5","clinical_services","Clinical Services","Chronic patient care "
"369849-5","clinical_services","Clinical Services","Condom Distribution"
"369849-5","clinical_services","Clinical Services","Dressings And Injection"
"369849-5","clinical_services","Clinical Services","HIV Reference"
"369849-5","clinical_services","Clinical Services","HIV Testing and Counselling"
"369849-5","clinical_services","Clinical Services","Laboratory"
"369849-5","clinical_services","Clinical Services","Phlebotomy"
"369849-5","clinical_services","Clinical Services","Routine HIV Testing"
"369849-5","clinical_services","Clinical Services","Specialist Referrals"
"369849-5","clinical_services","Clinical Services","X-Ray"
"369849-5","infrastructure","Infrastructure","Electricity"
"369849-5","infrastructure","Infrastructure","Toilets"
"369849-5","infrastructure","Infrastructure","Running Water"
"369849-5","infrastructure","Infrastructure","Internet"
"413824-4","clinical_services","Clinical Services","Chiropractic"
"413824-4","clinical_services","Clinical Services","General Consultation"
"413824-4","clinical_services","Clinical Services","General Counselling"
"413824-4","clinical_services","Clinical Services","Surgery"
"413824-4","infrastructure","Infrastructure","Electricity"
"413824-4","infrastructure","Infrastructure","Toilets"
"413824-4","infrastructure","Infrastructure","Running Water"
"413824-4","infrastructure","Infrastructure","Internet"
"783863-4","clinical_services","Clinical Services","Blood Pressure Monitoring"
"783863-4","clinical_services","Clinical Services","Consultant Physician"
"783863-4","clinical_services","Clinical Services","Dental"
"783863-4","clinical_services","Clinical Services","Dressings And Injection"
"783863-4","clinical_services","Clinical Services","General Consultation"
"783863-4","clinical_services","Clinical Services","General Practice"
"783863-4","clinical_services","Clinical Services","General Screening"
"783863-4","clinical_services","Clinical Services","Laboratory"
"783863-4","infrastructure","Infrastructure","Electricity"
"783863-4","infrastructure","Infrastructure","Toilets"
"783863-4","infrastructure","Infrastructure","Running Water"
"783863-4","infrastructure","Infrastructure","Internet"
"783863-4","infrastructure","Infrastructure","Laboratory"
"783863-4","infrastructure","Infrastructure","Pharmacy"
"783863-4","infrastructure","Infrastructure","Public Wi-fi"
"783863-4","infrastructure","Infrastructure","Cafeteria"
"783863-4","infrastructure","Infrastructure","Bed Capacity (qty: 2)"
"783863-4","infrastructure","Infrastructure","Washing Machines (qty: 1)"
"783863-4","infrastructure","Infrastructure","Presser Iron (qty: 1)"
"783863-4","staff","Staff","Psychologist (qty: 1)"
"783863-4","staff","Staff","Registered Nurse (qty: 2)"
"783863-4","staff","Staff","Doctors (qty: 3)"
"783863-4","staff","Staff","Physiotherapists (qty: 2)"
"783863-4","staff","Staff","Radiographers Sonographers (qty: 1)"
"783863-4","staff","Staff","Dental Surgery Assistant (qty: 2)"
"783863-4","staff","Staff","Laboratory Scientist (qty: 4)"
"783863-4","staff","Staff","Radilogist (qty: 3)"
"783863-4","infrastructure","Infrastructure","Vehicles (qty: 1)"
"783863-4","staff","Staff","Nurse (qty: 2)"
"783863-4","staff","Staff","Dentist (qty: 2)"
"783863-4","staff","Staff","Driver (qty: 1)"
"783863-4","staff","Staff","Cleaner (qty: 2)"
"783863-4","staff","Staff","General Manager (qty: 2)"
"783863-4","infrastructure","Infrastructure","Ultrasound Machine (qty: 1)"
"783863-4","infrastructure","Infrastructure","X-Ray Machine (qty: 1)"
"783863-4","staff","Staff","Personal Assistant/Receptionist (qty: 4)"
"23551-5","clinical_services","Clinical Services","Eye Clinic"
"23551-5","clinical_services","Clinical Services","General Consultation"
"23551-5","clinical_services","Clinical Services","General Counselling"
"23551-5","clinical_services","Clinical Services","Laboratory"
"23551-5","clinical_services","Clinical Services","Pharmacy"
"23551-5","clinical_services","Clinical Services","Ultrasound Scan"
"23551-5","infrastructure","Infrastructure","Electricity"
"23551-5","infrastructure","Infrastructure","Toilets"
"23551-5","infrastructure","Infrastructure","Running Water"
"23551-5","infrastructure","Infrastructure","Internet"
"23551-5","infrastructure","Infrastructure","Laboratory"
"23551-5","infrastructure","Infrastructure","Pharmacy"
"23551-5","staff","Staff","Phlebotomist (qty: 1)"
"23551-5","staff","Staff","Doctors (qty: 1)"
"23551-5","staff","Staff","Pharmacists (qty: 4)"
"981012-8","clinical_services","Clinical Services","Cancer Screening"
"981012-8","clinical_services","Clinical Services","Condom Distribution"
"981012-8","clinical_services","Clinical Services","Internal Medicine including Spirometry"
"981012-8","clinical_services","Clinical Services","Non Communicable Diseases Clinic"
"981012-8","clinical_services","Clinical Services","Pharmacy"
"981012-8","clinical_services","Clinical Services","Physiatry"
"981012-8","clinical_services","Clinical Services","School Health"
"981012-8","clinical_services","Clinical Services","Spinal Surgery"
"981012-8","infrastructure","Infrastructure","Electricity"
"981012-8","infrastructure","Infrastructure","Toilets"
"981012-8","infrastructure","Infrastructure","Running Water"
"981012-8","staff","Staff","General Practictioner (qty: 1)"
"201126-0","clinical_services","Clinical Services","E-Consulatncy"
"201126-0","clinical_services","Clinical Services","Gastroenterology"
"201126-0","clinical_services","Clinical Services","Medical Aid schemes"
"201126-0","clinical_services","Clinical Services","Neonatal Care"
"201126-0","clinical_services","Clinical Services","Periordontics"
"201126-0","infrastructure","Infrastructure","Electricity"
"201126-0","infrastructure","Infrastructure","Toilets"
"201126-0","infrastructure","Infrastructure","Running Water"
"201126-0","staff","Staff","Physiotherapists (qty: 1)"
"201126-0","staff","Staff","Assistant Physiotherapist (qty: 1)"
"974441-8","clinical_services","Clinical Services","Cervical Cancer Screening"
"974441-8","clinical_services","Clinical Services","Cholesterol and Diabetes Screening"
"974441-8","clinical_services","Clinical Services","Condom Distribution"
"974441-8","clinical_services","Clinical Services","Consultant Physician"
"974441-8","clinical_services","Clinical Services","Dispensary"
"974441-8","clinical_services","Clinical Services","Dressings And Injection"
"974441-8","clinical_services","Clinical Services","General Consultation"
"974441-8","clinical_services","Clinical Services","General Practice"
"974441-8","clinical_services","Clinical Services","HIV Testing and Counselling"
"974441-8","clinical_services","Clinical Services","Laboratory"
"974441-8","clinical_services","Clinical Services","Outpatient Department"
"974441-8","clinical_services","Clinical Services","Pharmacy"
"974441-8","clinical_services","Clinical Services","Phlebotomy"
"974441-8","clinical_services","Clinical Services","Physiotherapy"
