adm1,adm2,year,month,alls_ts,dhis2_ts,raw_positive_u5,raw_positive_all_ages,imput_u5,imput_all_ages,pred_counts_u5,pred_counts_all_ages,pop_u5,pop_total,alls_ts_pop_u5,alls_ts_pop_total,dhis2_ts_pop_u5,dhis2_ts_pop_total,pred_inc_u5,pred_inc_all_ages,pfpr_rdt
Alibori,Karimama,2022,12,0.5897427797317505,0.5716416239738464,353,839,378.327312439591,864.327312439591,963.033508300781,2533.15965180077,15041,85621,8870.32114994526,50494.36654341221,8598.061666190624,48944.527486264706,0.06402722613528229,0.02958572840542355,0.319060218324604
Alibori,Karimama,2023,1,0.5897427797317505,0.5716416239738464,169,461,169,461,756.431640625,1834.20867228644,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.0520313413554134,0.021946332989775177,0.299233185970147
Alibori,Karimama,2023,2,0.5897427797317505,0.5716416239738464,254,507,254,507,663.79541015625,1456.16240758545,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.045659334857356584,0.017423004027249722,0.253272535876713
Alibori,Karimama,2023,3,0.5897427797317505,0.5716416239738464,255,612,255,612,845.789123535156,2006.10083060511,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.058177818374959146,0.024003025121805164,0.235590823457946
Alibori,Karimama,2023,4,0.5897427797317505,0.5716416239738464,112,276,112,276,1025.43908691406,2561.4357549303,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.07053508645715091,0.03064761543164148,0.257797829875746
Alibori,Karimama,2023,5,0.5897427797317505,0.5716416239738464,61,207,61,207,1527.67236328125,4042.95597081114,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.10508132915677879,0.04837402599771636,0.335553434992008
Alibori,Karimama,2023,6,0.5897427797317505,0.5716416239738464,102,262,102,262,1349.95446777344,3260.52161311944,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.09285695885083506,0.03901218772053843,0.379911513104425
Alibori,Karimama,2023,7,0.5897427797317505,0.5716416239738464,534,1217,534,1217,1033.25769042969,2210.78113046355,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.07107289107371646,0.026452027836169643,0.345478615948191
Alibori,Karimama,2023,8,0.5897427797317505,0.5716416239738464,559,1340,559,1340,1370.728515625,3308.11988499885,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.09428590697654422,0.039581701724144804,0.344164883881942
Alibori,Karimama,2023,9,0.5897427797317505,0.5716416239738464,819,1924,819,1924,1580.11560058594,3673.07388110308,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.10868865047365112,0.04394838150571425,0.40341574600433
Alibori,Karimama,2023,10,0.5897427797317505,0.5716416239738464,1088,2517,1088,2517,1724.77416992188,3652.80859506618,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.11863902668330445,0.04370590706852579,0.501668194758178
Alibori,Karimama,2023,11,0.5897427797317505,0.5716416239738464,591,1445,591,1445,1521.24206542969,2863.06423774696,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.10463901949578278,0.034256604541284805,0.524820485505354
Alibori,Karimama,2023,12,0.5897427797317505,0.5716416239738464,206,550,206,550,1267.28759765625,2127.71444525507,14538,83577,8573.680531740189,49288.93230164051,8310.52592933178,47776.09200686216,0.08717069732124433,0.025458133759946756,0.530633636686126
Alibori,Karimama,2024,1,0.5897427797317505,0.5716416239738464,107,287,107,287,949.653198242188,1531.19962575989,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.06078558524241106,0.01789056312009873,0.462005822602941
Alibori,Karimama,2024,2,0.5897427797317505,0.5716416239738464,100,289,100,289,773.312927246094,1438.06369214796,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.0494983631342312,0.016802361248179746,0.354352717558371
Alibori,Karimama,2024,3,0.5897427797317505,0.5716416239738464,42,187,42,187,648.957336425781,1298.68221993008,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.04153858647031819,0.015173825697010994,0.271456520872574
Alibori,Karimama,2024,4,0.5897427797317505,0.5716416239738464,77,209,77,209,595.317810058594,1366.0729529275,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.038105217311565895,0.015961220196145442,0.212966664556873
Alibori,Karimama,2024,5,0.5897427797317505,0.5716416239738464,47,155,47,155,592.8505859375,1629.44339511191,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.037947294753728475,0.019038445033847547,0.185224759563655
Alibori,Karimama,2024,6,0.5897427797317505,0.5716416239738464,125,330,125,330,1195.87854003906,3693.09053995067,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.0765460244536299,0.04315013424878393,0.246908157524437
Alibori,Karimama,2024,7,0.5897427797317505,0.5716416239738464,611,1740,611,1740,1835.87976074219,4544.89247073003,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.11751134613980606,0.05310260285709314,0.416317647379636
Alibori,Karimama,2024,8,0.5897427797317505,0.5716416239738464,1247,3619,1247,3619,1635.60998535156,3335.55291324355,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.10469243969478077,0.03897265838554395,0.495953171383234
Alibori,Karimama,2024,9,0.5897427797317505,0.5716416239738464,1117,3261,1117,3261,1389.2978515625,2944.86905461432,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.08892644508497087,0.03440790137070256,0.482200162762726
Alibori,Karimama,2024,10,0.5897427797317505,0.5716416239738464,1574,3351,1574,3351,1641.57507324219,3731.70926078567,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.10507425419203674,0.043601356056243004,0.524971331241238
Alibori,Karimama,2024,11,0.5897427797317505,0.5716416239738464,828,2064,828,2064,1501.39672851562,3017.28853420687,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.09610169164152979,0.0352540518327184,0.5752392517142
Alibori,Karimama,2024,12,0.5897427797317505,0.5716416239738464,467,1048,467,1048,931.771423339844,1386.21067913954,15623,85587,9213.551447749138,50474.31528890133,8930.757091343403,48925.091671049595,0.05964100514240824,0.016196509740258918,0.49365828618271
Couffo,Dogbo,2021,1,0.4507102966308594,0.35682475566864014,414,1274,449.326051779208,1309.326051779208,834.235412597656,2510.61038504734,22995,129366,10364.083271026611,58306.588233947754,8205.18525660038,46160.9913418293,0.03627899163286175,0.019407034190183976,0.38572388394711
Couffo,Dogbo,2021,2,0.4507102966308594,0.35682475566864014,297,897,297,897,597.963745117188,1363.22027320973,22995,129366,10364.083271026611,58306.588233947754,8205.18525660038,46160.9913418293,0.02600407676091272,0.010537701352826322,0.332250261436025
Couffo,Dogbo,2021,3,0.4507102966308594,0.35682475566864014,269,816,269,816,494.990417480469,1496.24904256694,22995,129366,10364.083271026611,58306.588233947754,8205.18525660038,46160.9913418293,0.021526002064817088,0.011566014583174404,0.261842499991876
Couffo,Dogbo,2021,4,0.4507102966308594,0.35682475566864014,531,1279,531,1279,761.535034179688,3137.68382005439,22995,129366,10364.083271026611,58306.588233947754,8205.18525660038,46160.9913418293,0.033117418316142115,0.024254315817559404,0.299318911389735
Couffo,Dogbo,2021,5,0.4507102966308594,0.35682475566864014,311,796,311,796,777.943786621094,2951.95826391053,22995,129366,10364.083271026611,58306.588233947754,8205.18525660038,46160.9913418293,0.03383099746123479,0.022818656091326394,0.373548954452979
Couffo,Dogbo,2021,6,0.4507102966308594,0.35682475566864014,426,1018,426,1052.58726094967,740.258850097656,2543.33181635304,22995,129366,10364.083271026611,58306.588233947754,8205.18525660038,46160.9913418293,0.03219216569243992,0.01965997106158527,0.405659432009728
Couffo,Dogbo,2021,7,0.4507102966308594,0.35682475566864014,583,1405,583,1405,1035.12072753906,3420.91929385502,22995,129366,10364.083271026611,58306.588233947754,8205.18525660038,46160.9913418293,0.045015034900589695,0.02644372782535612,0.484794728785896
